name,description,WKT
"пер. Гендети","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гендети</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2799</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>Д.р. Нарвани (пос. Коби) и Терхена (пос. Сно).</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;33'&nbsp;24'' N<br />44&deg;&nbsp;34'&nbsp;16'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>15108</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15108'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.571111111111 42.556666666667 0)"
"пер. Генеровская балка","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Генеровская балка</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>1555</td></tr><tr><th>Характер склонов</th><td>дорога</td></tr><tr><th>Соединяет</th><td>р.Зеленчук Бол. - р.Кяфар-Агур (р.Кяфар)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;41'&nbsp;10.14'' N<br />41&deg;&nbsp;24'&nbsp;13.92'' E</td></tr><tr><th>Описаний</th><td>24, в т.ч. 24 технических, 12 с фото</td></tr><tr><th>Номер</th><td>3435</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3435'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.403866666667 43.68615 0)"
"пер. Гергети","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гергети</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3387</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Чхери - р.Ухрта</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;39'&nbsp;30.06'' N<br />44&deg;&nbsp;33'&nbsp;27.3'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3978</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3978'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.557582735 42.65834891389999 0)"
"пер. Герчоч","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Герчоч</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2132</td></tr><tr><th>Характер склонов</th><td>тр-тропа</td></tr><tr><th>Соединяет</th><td>р.Терчек (р.Камбилеевка, р.Терек) - р.Армхи (р.Терек)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;50'&nbsp;24.93'' N<br />44&deg;&nbsp;46'&nbsp;20.56'' E</td></tr><tr><th>Номер</th><td>2349</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2349'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.772376666667 42.840258333333 0)"
"пер. Гилямуш","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гилямуш</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3036</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Самур - р.Дюльтычай</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;47'&nbsp;37.46'' N<br />46&deg;&nbsp;58'&nbsp;24.64'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2692</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2692'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.97351 41.79374 0)"
"пер. Гнора","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гнора</font></h2></th></tr><tr><th>Другие названия</th><td>Караджаш Вост.</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2508</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Орленок (р.София, р.Зеленчук Бол.) - р.Гнилая (р.София, р.Зеленчук Бол.)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;28'&nbsp;44.57'' N<br />41&deg;&nbsp;12'&nbsp;43.08'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>11046</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11046'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.211966666667 43.479047222222 0)"
"пер. Гудаури","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гудаури</font></h2></th></tr><tr><th>Другие названия</th><td>Коби</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2970</td></tr><tr><th>Характер склонов</th><td>тр-тропа</td></tr><tr><th>Соединяет</th><td>ПП р.Байдара (р.Терек) - ЛП р.Белая Арагви</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;30'&nbsp;38.1'' N<br />44&deg;&nbsp;29'&nbsp;36'' E</td></tr><tr><th>Номер</th><td>15139</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15139'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.493333055556 42.510583055556 0)"
"пер. Гудаутский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гудаутский</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>1500</td></tr><tr><th>Характер склонов</th><td>сн весной</td></tr><tr><th>Соединяет</th><td>р.Решава (р.Бзыбь) - р.Аапста</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;17'&nbsp;45.86'' N<br />40&deg;&nbsp;48'&nbsp;26.43'' E</td></tr><tr><th>Номер</th><td>3447</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3447'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.807341666667 43.296072222222 0)"
"пер. Гуларвцек","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гуларвцек</font></h2></th></tr><tr><th>Другие названия</th><td>Гулар</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2954</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>р. Гулардон (р.Караугомдон) - р. Сардидон (р. Айгомугидон)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;53'&nbsp;48.98'' N<br />43&deg;&nbsp;45'&nbsp;54.86'' E</td></tr><tr><th>Описаний</th><td>11, в т.ч. 11 технических, 9 с фото</td></tr><tr><th>Номер</th><td>3900</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3900'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.76524 42.89694 0)"
"пер. Гурпун","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гурпун</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2480</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Уллу-Марка - ПП р.Аксаут</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;29'&nbsp;14.95'' N<br />41&deg;&nbsp;33'&nbsp;52.46'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>13399</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13399'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.564571 43.487487 0)"
"пер. Давянны","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Давянны</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2780</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Ахтычай, р.Карвансарачай - р.Шинчай, р.Агричай</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;25'&nbsp;10.88'' N<br />47&deg;&nbsp;13'&nbsp;19.92'' E</td></tr><tr><th>Номер</th><td>2803</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2803'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (47.2222 41.41969 0)"
"пер. Дамхурц Вост.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дамхурц Вост.</font></h2></th></tr><tr><th>Другие названия</th><td>Дамхурц</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2400</td></tr><tr><th>Характер склонов</th><td>сн весной</td></tr><tr><th>Соединяет</th><td>р.Дамхурц (р.Бол.Лаба) - р.Агурыбза (р.Агурипста)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;30'&nbsp;&nbsp;&nbsp;9.86'' N<br />40&deg;&nbsp;47'&nbsp;18.94'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 1 с фото</td></tr><tr><th>Номер</th><td>3355</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3355'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.788594444444 43.502738888889 0)"
"пер. Дамхурц Зап.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дамхурц Зап.</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2450</td></tr><tr><th>Характер склонов</th><td>сн весной</td></tr><tr><th>Соединяет</th><td>р.Дамхурц (р.Бол.Лаба) - р.Лашипсе</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;31'&nbsp;&nbsp;&nbsp;4.11'' N<br />40&deg;&nbsp;45'&nbsp;25.67'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>3354</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3354'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.757130555556 43.517808333333 0)"
"пер. Датвисджварисгеле","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Датвисджварисгеле</font></h2></th></tr><tr><th>Другие названия</th><td>Велькетильский, Медвежий Крест</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2676</td></tr><tr><th>Характер склонов</th><td>дорога</td></tr><tr><th>Соединяет</th><td>р.Гуданисчала (р.Хевсурская Арагви) - р.Аргун</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;31'&nbsp;20.07'' N<br />45&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;22.86'' E</td></tr><tr><th>Описаний</th><td>1 упоминание</td></tr><tr><th>Номер</th><td>2423</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2423'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.05635 42.522241666667 0)"
"пер. Дашивцек","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дашивцек</font></h2></th></tr><tr><th>Другие названия</th><td>Дешивцек, Дасифцаг</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3375</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Белагидон - р.Сурадон (р.Урух)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;56'&nbsp;21.05'' N<br />43&deg;&nbsp;38'&nbsp;27.78'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 4 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3842</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3842'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.64105 42.93918 0)"
"пер. Двойной","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Двойной</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2400</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Кяфар-Агур - р. М. Кяфар (р. Кяфар-Агур)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;38'&nbsp;25.87'' N<br />41&deg;&nbsp;15'&nbsp;50.96'' E</td></tr><tr><th>Описаний</th><td>5, в т.ч. 5 технических, 3 с фото</td></tr><tr><th>Номер</th><td>11094</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11094'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.264155555556 43.640519444444 0)"
"пер. Дерин","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дерин</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3246</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Актекан (оз. Дерин) – ущ. Коджетас</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;44'&nbsp;&nbsp;&nbsp;4.63'' N<br />40&deg;&nbsp;57'&nbsp;38.19'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>13675</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13675'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.960608 40.73462 0)"
"пер. Джвари","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джвари</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>0</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;45'&nbsp;31.49'' N<br />42&deg;&nbsp;58'&nbsp;23.44'' E</td></tr><tr><th>Номер</th><td>12416</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/12416'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.973178 42.758748 0)"
"пер. Джевырылд","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джевырылд</font></h2></th></tr><tr><th>Другие названия</th><td>Тавери</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2874</td></tr><tr><th>Характер склонов</th><td>тр-тропа</td></tr><tr><th>Соединяет</th><td>р.Скилири (Мананаури) (р.Цхеледула, р.Цхенисцкали) - р.Ласкедура (р.Цхенисцкали)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;53'&nbsp;31.19'' N<br />42&deg;&nbsp;34'&nbsp;14.57'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3770</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3770'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.570713888889 42.891997222222 0)"
"пер. Доу","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Доу</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>1392</td></tr><tr><th>Характер склонов</th><td>сн весной</td></tr><tr><th>Соединяет</th><td>р.Бзыбь - р.Доуляквара (р.Гумиста Зап.)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;17'&nbsp;49.46'' N<br />40&deg;&nbsp;52'&nbsp;41.73'' E</td></tr><tr><th>Номер</th><td>3448</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3448'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.878258333333 43.297072222222 0)"
"пер. Дукка","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дукка</font></h2></th></tr><tr><th>Другие названия</th><td>Аркасара</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2637</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Дукка (р.Архыз) - р.Бурная (р.Б.Лаба)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;29'&nbsp;35.52'' N<br />41&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;35.16'' E</td></tr><tr><th>Описаний</th><td>47, в т.ч. 35 технических, 32 с фото</td></tr><tr><th>Номер</th><td>3401</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3401'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.059766666667 43.4932 0)"
"пер. Дуккабаши","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дуккабаши</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2850</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р. Бурная (р. Большая Лаба) - р. Белая (р. Псыш)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;27'&nbsp;57.53'' N<br />41&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;39.02'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 2 с фото</td></tr><tr><th>Номер</th><td>11105</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11105'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.094172222222 43.465980555556 0)"
"пер. Думала","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Думала</font></h2></th></tr><tr><th>Другие названия</th><td>Чепурлы, Школьный</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2990</td></tr><tr><th>Характер склонов</th><td>дорога</td></tr><tr><th>Соединяет</th><td>р.Чайнашки (р.Черек Балкарский) - р.Думала (р.Черек Безенгийский)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;42.1'' N<br />43&deg;&nbsp;18'&nbsp;45.54'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3726</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3726'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.31265 43.12836 0)"
"пер. Дунта","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дунта</font></h2></th></tr><tr><th>Другие названия</th><td>Козоти, Казоти-вцег </td></tr><tr><th>Категория сложности</th><td>нк</td></tr><tr><th>Высота</th><td>2360</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Сонгутидон (р.Айгамугодон) - р.Сардидон (р.Айгомугодон)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;53'&nbsp;22.44'' N<br />43&deg;&nbsp;49'&nbsp;41.04'' E</td></tr><tr><th>Описаний</th><td>8 технических,  с фото</td></tr><tr><th>Номер</th><td>14689</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14689'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.828066944444 42.889566944444 0)"
"пер. Дуруджи","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дуруджи</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2884</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Самур - ур.Фахали, р.Чельти или р.Дуруджи, р.Алазани</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;11'' N<br />45&deg;&nbsp;54'&nbsp;53.14'' E</td></tr><tr><th>Номер</th><td>2771</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2771'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.91476000000001 42.08639 0)"
"пер. Енукол","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Енукол</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2588</td></tr><tr><th>Характер склонов</th><td>трав</td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;26'&nbsp;33.18'' N<br />42&deg;&nbsp;15'&nbsp;31.02'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>14640</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14640'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.258616666667 43.44255 0)"
"пер. Жирбак","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Жирбак</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2502</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Тетрицкали (р.Андийское Койсу) - р.Цихалах (р.Андийское Койсу)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;23'&nbsp;55.47'' N<br />45&deg;&nbsp;48'&nbsp;38.57'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2495</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2495'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.81071333333301 42.398741666667 0)"
"пер. Загар","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Загар</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2623</td></tr><tr><th>Характер склонов</th><td>дорога</td></tr><tr><th>Соединяет</th><td>сел. Ушкули - пос. Корелдаш</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;54'&nbsp;52.94'' N<br />43&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;&nbsp;&nbsp;7.83'' E</td></tr><tr><th>Номер</th><td>3756</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3756'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.102175 42.914705 0)"
"пер. Зборовского","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Зборовского</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2300</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>р.Вост.Кяфар Агур - Богословская балка (Зеленчук)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;38'&nbsp;&nbsp;&nbsp;2.87'' N<br />41&deg;&nbsp;19'&nbsp;58.58'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>9509</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9509'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.33294 43.634131944444 0)"
"пер. Згидский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Згидский</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2594</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Даргомдон (р.Сонгутидон, р.Айгамугодон) - р.Кион (р.Садон, р.Ардон)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;52'&nbsp;37.47'' N<br />43&deg;&nbsp;54'&nbsp;57.12'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3906</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3906'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.915866666667 42.877075 0)"
"пер. Зругский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Зругский</font></h2></th></tr><tr><th>Другие названия</th><td>Зруг</td></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2900</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Зруг, р. Ардон - р. Халаца, р. Б.Лиахви</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;38'&nbsp;35.45'' N<br />43&deg;&nbsp;56'&nbsp;35.41'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>4055</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/4055'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.94317 42.64318 0)"
"пер. Иглисгеле","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Иглисгеле</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2584</td></tr><tr><th>Характер склонов</th><td>тропа</td></tr><tr><th>Соединяет</th><td>р.Кмости (р.Хевсурская Арагви) - р.Саберце (р.Охерхеви, р.Хевсурская Арагви)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;31'&nbsp;30.29'' N<br />44&deg;&nbsp;51'&nbsp;12.71'' E</td></tr><tr><th>Номер</th><td>2414</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2414'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.85353 42.52508 0)"
"пер. Илипсар","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Илипсар</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>3015</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Салыксу - р. Ракит</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;11'&nbsp;54.39'' N<br />43&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;&nbsp;&nbsp;3.46'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 4 технических, 3 с фото</td></tr><tr><th>Номер</th><td>9669</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9669'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.150961111111 43.198441666667 0)"
"пер. Ильясов","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ильясов</font></h2></th></tr><tr><th>Категория сложности</th><td>н/к</td></tr><tr><th>Высота</th><td>2297</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Кяфар - р. Кяфар-Агур</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;40'&nbsp;&nbsp;&nbsp;0.42'' N<br />41&deg;&nbsp;15'&nbsp;11.64'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 3 с фото</td></tr><tr><th>Номер</th><td>11002</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11002'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.253233333333 43.666783333333 0)"
