name,visibility,description,WKT
"пер. Гидан","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гидан</font></h2></th></tr><tr><th>Другие названия</th><td>Залихановых</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>4011</td></tr><tr><th>Характер склонов</th><td>ск-лд-ос</td></tr><tr><th>Соединяет</th><td>ледн.Гидан (ледн.№440), ЛП р.Укю (р.Думала, р.Черек Безенгийский) - р.Мижирги</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;11.16'' N<br />43&deg;&nbsp;12'&nbsp;14.88'' E</td></tr><tr><th>Описаний</th><td>4 технических,  с фото</td></tr><tr><th>Номер</th><td>3720</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3720'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.204133333333 43.1031 0)"
"пер. Григора","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Григора</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3150</td></tr><tr><th>Характер склонов</th><td>ск-лд-ос</td></tr><tr><th>Соединяет</th><td>ледн.Цахвоа Вост., руч.Бешеный (р.Цахвоа) - руч.Григора (р.Безымянка)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;39'&nbsp;25.92'' N<br />40&deg;&nbsp;35'&nbsp;52.8'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3339</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3339'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.598 43.6572 0)"
"пер. Гюльчи","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гюльчи</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>4021</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Суган Южн., р.Ахсу - ледн.Доппах, р.Орсдон (р.Урух)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;52.63'' N<br />43&deg;&nbsp;26'&nbsp;12.55'' E</td></tr><tr><th>Описаний</th><td>16, в т.ч. 15 технических, 10 с фото</td></tr><tr><th>Номер</th><td>3841</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3841'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.43682 42.96462 0)"
"пер. Далла-Кора","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Далла-Кора</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед.Лекзыр (З. ветвь) - Чатынское плато. Без спуска по ледопаду лед.Чалаат</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;50.06'' N<br />42&deg;&nbsp;41'&nbsp;54.3'' E</td></tr><tr><th>Описаний</th><td>9, в т.ч. 9 технических, 4 с фото</td></tr><tr><th>Номер</th><td>3688</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3688'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.698416666667 43.163905555556 0)"
"пер. Дергалина","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дергалина</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3967</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>лед.Мидаграбин - лед.Цариут</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;44'&nbsp;45.03'' N<br />44&deg;&nbsp;18'&nbsp;57.69'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3981</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3981'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.3160259611 42.7458416878 0)"
"пер. Джантуган","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джантуган</font></h2></th></tr><tr><th>Другие названия</th><td>Джантуган Западный</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3460</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед.Джанкуат (р.Адылсу) - лед.Лекзыр</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;11'&nbsp;15.32'' N<br />42&deg;&nbsp;45'&nbsp;38.45'' E</td></tr><tr><th>Описаний</th><td>10, в т.ч. 9 технических, 5 с фото</td></tr><tr><th>Номер</th><td>314</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/314'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.76068 43.18759 0)"
"пер. Джантуган Восточный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джантуган Восточный</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3480</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед.Джанкуат (р.Адылсу) - лед.Лекзыр. Расположен в ГКХ между в.Башкара и в.Гумачи</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;11'&nbsp;17.45'' N<br />42&deg;&nbsp;46'&nbsp;21.97'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 5 технических, 4 с фото</td></tr><tr><th>Номер</th><td>315</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/315'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.77277 43.18818 0)"
"пер. Джесарский","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джесарский</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3600</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Белалакая, р.Алибек - ледн.Джерский, р.Чхалта</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;&nbsp;&nbsp;3.32'' N<br />41&deg;&nbsp;34'&nbsp;11.2'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3484</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3484'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.569777777778 43.250922222222 0)"
"пер. Домбайское седло","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Домбайское седло</font></h2></th></tr><tr><th>Другие названия</th><td>Седло Фрешфельда, Фришфельда</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3600</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>р.Птыш - р.Бу-Ёльген</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;14'&nbsp;50.28'' N<br />41&deg;&nbsp;43'&nbsp;25.82'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 4 технических, 2 с фото</td></tr><tr><th>Номер</th><td>3515</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3515'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.72384 43.2473 0)"
"пер. Донкина","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Донкина</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3900</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед.З.Юном (р.Куллум-кол) - лед.Джайлык (р.Джайлык)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;14'&nbsp;14.6'' N<br />42&deg;&nbsp;53'&nbsp;11.62'' E</td></tr><tr><th>Описаний</th><td>15, в т.ч. 14 технических, 9 с фото</td></tr><tr><th>Номер</th><td>33</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/33'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.88656 43.23739 0)"
"пер. Дыхниауш","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дыхниауш</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3872</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Безенги, р.Черек Безенгийский - ледн.Башха-ауз (ледн.Дыхсу (Дых-Котю-Бугой)), р.Дыхсу (р.Черек Балкарский)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;51.79'' N<br />43&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;&nbsp;&nbsp;1.31'' E</td></tr><tr><th>Описаний</th><td>21, в т.ч. 21 техническое, 15 с фото</td></tr><tr><th>Номер</th><td>357</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/357'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.133697 43.014385 0)"
"пер. Дыхсу","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дыхсу</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3650</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>вост ветвь ледн.Айлама (ледн.Дыхсу (Дых-Котю-Бугой)), р.Дыхсу (р.Черек Балкарский) - ледн.№105, ПП р.Дыхсу (р.Черек Балкарский)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;19.98'' N<br />43&deg;&nbsp;15'&nbsp;19.02'' E</td></tr><tr><th>Номер</th><td>15547</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15547'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.255283055556 42.95555 0)"
"пер. Ёзгюдек-Адсиз","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ёзгюдек-Адсиз</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3620</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>сев. исток дол. Сыирма (верховья дол. Эмли) - плато Едигель</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;46'&nbsp;28.2'' N<br />35&deg;&nbsp;10'&nbsp;44.1'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>15205</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15205'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.178916666667 37.7745 0)"
"пер. Жандарм","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Жандарм</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3521</td></tr><tr><th>Характер склонов</th><td>сн-ск</td></tr><tr><th>Соединяет</th><td>р.Адылсу - р.Адырсу. Между в.Чотча и в.Виатау</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;12'&nbsp;28.69'' N<br />42&deg;&nbsp;46'&nbsp;24.33'' E</td></tr><tr><th>Описаний</th><td>9, в т.ч. 9 технических, 8 с фото</td></tr><tr><th>Номер</th><td>13</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.773425 43.2079683333 0)"
"пер. Желонкина","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Желонкина</font></h2></th></tr><tr><th>Другие названия</th><td>Андрея Желонкина, Гляциологов</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3320</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>ледник Чегеркара (№526) и безымянный ледник к св от в. Донгузорун-баши</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;&nbsp;&nbsp;8.32'' N<br />42&deg;&nbsp;27'&nbsp;49.25'' E</td></tr><tr><th>Номер</th><td>16232</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/16232'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.46368 43.25231 0)"
"пер. Зап. Плечо Эльбруса","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Зап. Плечо Эльбруса</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б*</td></tr><tr><th>Высота</th><td>4962</td></tr><tr><th>Характер склонов</th><td>лд-ос</td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;35.16'' N<br />42&deg;&nbsp;24'&nbsp;46.02'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>15835</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15835'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.412783333333 43.3431 0)"
"пер. Зеркальный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Зеркальный</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3473</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>р.Гондарай - р.Махар</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;53.17'' N<br />41&deg;&nbsp;58'&nbsp;&nbsp;&nbsp;8.78'' E</td></tr><tr><th>Номер</th><td>14760</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14760'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.969105 43.26477 0)"
"пер. Интеркосмос","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Интеркосмос</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>лед-ск</td></tr><tr><th>Соединяет</th><td>в северном отроге ГКХ и соединяет лед. Восточный Донгуз-Орун и Сев. Донгуз-Орун </td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;12'&nbsp;31.51'' N<br />42&deg;&nbsp;31'&nbsp;20'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>14623</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14623'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.522222222222 43.208752777778 0)"
"пер. Иська","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Иська</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3500</td></tr><tr><th>Характер склонов</th><td>сн-ск</td></tr><tr><th>Соединяет</th><td>лед.Иська (р.Караугом) - лед.Кушдарх (р.Бартуй)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;50'&nbsp;16.5'' N<br />43&deg;&nbsp;39'&nbsp;31.26'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3794</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3794'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.658683333333 42.837916666667 0)"
"пер. К.Кулиева","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. К.Кулиева</font></h2></th></tr><tr><th>Другие названия</th><td>Болдошке</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3970</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед.Болдошке (р.Болдошке) - лед. Ю. Чат (лед.Кулак)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;48.71'' N<br />42&deg;&nbsp;57'&nbsp;21.85'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 4 технических, 1 с фото</td></tr><tr><th>Номер</th><td>333</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/333'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.95607 43.16353 0)"
"пер. Казбеги","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Казбеги</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3620</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Терек - р.Кистинка (р.Терек)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;40'&nbsp;&nbsp;&nbsp;3.01'' N<br />44&deg;&nbsp;41'&nbsp;23.31'' E</td></tr><tr><th>Описаний</th><td>3 технических,  с фото</td></tr><tr><th>Номер</th><td>2327</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2327'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.689808333333 42.667501666667 0)"
"пер. Калота-Цазги","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Калота-Цазги</font></h2></th></tr><tr><th>Другие названия</th><td>Хардотчин, Колота-Цазги</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3622</td></tr><tr><th>Характер склонов</th><td>лд-ос</td></tr><tr><th>Соединяет</th><td>лед.Цазги - р.Бугультадон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;44'&nbsp;50.19'' N<br />44&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;25.98'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3954</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3954'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.157216388889 42.747275555556 0)"
"пер. Камнепадный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Камнепадный</font></h2></th></tr><tr><th>Другие названия</th><td>МВТУ-2</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>4100</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Безенги, р.Черек Безенгийский - ледн.Башха-ауз (ледн.Дыхсу (Дых-Котю-Бугой)), р.Дыхсу (р.Черек Балкарский)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;24.99'' N<br />43&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;35.26'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>356</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/356'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.143127 43.023607 0)"
"пер. Кара-Кая Южн.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кара-Кая Южн.</font></h2></th></tr><tr><th>Другие названия</th><td>Южнокаракайский</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3300</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Каракая Южн., р.Аксаут - ледн.Марух Южн., р.Марух Южн.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;50.04'' N<br />41&deg;&nbsp;24'&nbsp;51.66'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>3470</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3470'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.41435 43.347233333333 0)"
"пер. Каракая","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Каракая</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3480</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>лед.Башиль - лед.Лекзыр (В. ветвь). Весной, зимой через нижний ледопад лед.Башиль</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;58.93'' N<br />42&deg;&nbsp;52'&nbsp;31.26'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 7 технических, 5 с фото</td></tr><tr><th>Номер</th><td>320</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/320'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.87535 43.16637 0)"
"пер. Каракая Восточная","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Каракая Восточная</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б*</td></tr><tr><th>Высота</th><td>3500</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>лед.Башиль - лед.С.Башиль. в северном отроге ГКХ, в восточном гребне г. Каракая.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;10'&nbsp;17.22'' N<br />42&deg;&nbsp;52'&nbsp;49.62'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>3708</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3708'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.88045 43.17145 0)"
"пер. Караты","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Караты</font></h2></th></tr><tr><th>Другие названия</th><td>Артишок</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>ск-сн-лд</td></tr><tr><th>Соединяет</th><td>р.Шатилисцкали (р.Аргун) - р.Миткурисхорхи (р.Шатилисцкали, р.Аргун)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;41'&nbsp;13.72'' N<br />45&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;14.92'' E</td></tr><tr><th>Номер</th><td>2381</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2381'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.07081 42.687143333333 0)"
"пер. Касаева Османа","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Касаева Османа</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б*</td></tr><tr><th>Высота</th><td>3360</td></tr><tr><th>Характер склонов</th><td>сн-лд-ск</td></tr><tr><th>Соединяет</th><td>р.Даут - р.Кичи-Муруджу</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;17'&nbsp;52.2'' N<br />41&deg;&nbsp;52'&nbsp;51.66'' E</td></tr><tr><th>Номер</th><td>14759</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14759'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.881016666667 43.297833333333 0)"
"пер. Катюша","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Катюша</font></h2></th></tr><tr><th>Другие названия</th><td>Катюша Зап.</td></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3650</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>лед.Айлама (лед.Дыхсу) - лед.Фытнаргин. В с-в гребне. Можно рассматривать как связку из трех перевалов (два - в небольших отрогах) - Катюша В. (N42°56&#039;54.59&quot;E 43°16&#039;8.6&quot;) + Катюша З. (N42°57&#039;2.7&quot;E43°15&#039;43.596&quot;)+Дыхсу (N 42°57&#039;20&quot; E 43°15&#039;19&quot;)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;&nbsp;&nbsp;2.7'' N<br />43&deg;&nbsp;15'&nbsp;43.6'' E</td></tr><tr><th>Описаний</th><td>8, в т.ч. 8 технических, 7 с фото</td></tr><tr><th>Номер</th><td>3734</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3734'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.26211 42.95075 0)"
"пер. Катюша Вост.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Катюша Вост.</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3650</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>ледн.№108 (ледн.Фытнаргин (Агаштан)), р.Фытнаргин (р.Карасу, р.Черек Балкарский) - зап.ветвь ледн.Фытнаргин (Агаштан, №107), р.Фытнаргин (р.Карасу, р.Черек Балкарский)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;56'&nbsp;54.6'' N<br />43&deg;&nbsp;16'&nbsp;&nbsp;&nbsp;8.58'' E</td></tr><tr><th>Номер</th><td>15548</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15548'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.26905 42.9485 0)"
"пер. Каярта","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Каярта</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>4000</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>лед. Каярта З. (р.Орелю, приток р.Тютюсу) - лед.Ю.Кенчат (р.Джайлык)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;16'&nbsp;36.26'' N<br />42&deg;&nbsp;56'&nbsp;&nbsp;&nbsp;9.56'' E</td></tr><tr><th>Описаний</th><td>6, в т.ч. 4 технических, 4 с фото</td></tr><tr><th>Номер</th><td>9460</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9460'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.93599 43.27674 0)"
"пер. Керанзы Верхний","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Керанзы Верхний</font></h2></th></tr><tr><th>Категория сложности</th><td>2Б</td></tr><tr><th>Высота</th><td>3601</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;24'&nbsp;12.72'' N<br />42&deg;&nbsp;40'&nbsp;12.34'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>7568</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7568'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.67009519240001 43.403531976 0)"
