name,visibility,description,WKT
"пер. Гумачи Северный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гумачи Северный</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3628</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Адылсу - р.Адырсу. Между трапецией и ЧотЧат</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;11'&nbsp;52.55'' N<br />42&deg;&nbsp;46'&nbsp;36.48'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 2 с фото</td></tr><tr><th>Номер</th><td>14958</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14958'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.7768 43.197930555556 0)"
"пер. Гуро","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гуро</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3330</td></tr><tr><th>Характер склонов</th><td>ск-сн-ос</td></tr><tr><th>Соединяет</th><td>р.Таниэсцкали (р.Ковгра, р.Асса) - ледн.Таниэ, пр.исток р.Чхутяусхеви (р.Гуроцкали, р.Аргун)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;36'&nbsp;&nbsp;&nbsp;5.89'' N<br />45&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;38.62'' E</td></tr><tr><th>Номер</th><td>2366</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2366'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.010728333333 42.601635 0)"
"пер. Дартло","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дартло</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3900</td></tr><tr><th>Характер склонов</th><td>ск-сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Мерцбахера, ПП р.Данейламхи (р.Шароаргун)- лев.исток р.Дидихеви (р.Пирикительская Алазани, р.Андийское Койсу)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;30'&nbsp;32.18'' N<br />45&deg;&nbsp;38'&nbsp;10.37'' E</td></tr><tr><th>Номер</th><td>2464</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2464'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.636213333333 42.50894 0)"
"пер. Даут Западный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Даут Западный</font></h2></th></tr><tr><th>Другие названия</th><td>Даут</td></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3450</td></tr><tr><th>Характер склонов</th><td>лд-ос</td></tr><tr><th>Соединяет</th><td>ледн.Даут Бол., р.Даут - р.Кичи-Муруджу</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;17'&nbsp;21.5'' N<br />41&deg;&nbsp;53'&nbsp;35'' E</td></tr><tr><th>Описаний</th><td>12, в т.ч. 12 технических, 9 с фото</td></tr><tr><th>Номер</th><td>5405</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/5405'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.893055555556 43.289305555556 0)"
"пер. Даутская щель","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Даутская щель</font></h2></th></tr><tr><th>Категория сложности</th><td>2А*</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Даут Бол., р.Даут - р.Махар</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;17'&nbsp;20.15'' N<br />41&deg;&nbsp;54'&nbsp;15.26'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 4 технических, 6 с фото</td></tr><tr><th>Номер</th><td>3545</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3545'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.90424 43.28893 0)"
"пер. Деребаши","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Деребаши</font></h2></th></tr><tr><th>Другие названия</th><td>Dereba&#351;i</td></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3251</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Паловит – ущ. Каврун</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;49'&nbsp;34.83'' N<br />41&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;39.63'' E</td></tr><tr><th>Номер</th><td>13665</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13665'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.127675 40.826341944444 0)"
"пер. Джараска","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джараска</font></h2></th></tr><tr><th>Другие названия</th><td>Джераска, Снежный</td></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3430</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>р.Масота - лед.В.Штулу</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;55'&nbsp;25.28'' N<br />43&deg;&nbsp;25'&nbsp;15.31'' E</td></tr><tr><th>Описаний</th><td>8, в т.ч. 8 технических, 4 с фото</td></tr><tr><th>Номер</th><td>3789</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3789'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.42092 42.92369 0)"
"пер. Долра","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Долра</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3500</td></tr><tr><th>Характер склонов</th><td>лд-ос</td></tr><tr><th>Соединяет</th><td>лед.С.Квиш - лед.Долра. В Ю. отроге ГКХ между в.Донгузорун-баши и в.Хевай</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;10'&nbsp;35.43'' N<br />42&deg;&nbsp;30'&nbsp;23.86'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>3660</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3660'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.506627777778 43.176508333333 0)"
"пер. Домбай","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Домбай</font></h2></th></tr><tr><th>Другие названия</th><td>Домбайский</td></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3280</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>р.Птыш (р.Домбай-Ельген) - р.Птыш Южн. (р.Чхалта)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;13'&nbsp;56.2'' N<br />41&deg;&nbsp;42'&nbsp;52.18'' E</td></tr><tr><th>Номер</th><td>3494</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3494'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.714493333333 43.232276666667 0)"
"пер. Дюбеден","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дюбеден</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3411</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Мезовит – ущ. Дюбе</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;51'&nbsp;&nbsp;&nbsp;1.32'' N<br />41&deg;&nbsp;10'&nbsp;&nbsp;&nbsp;5.02'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>13658</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13658'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.168061 40.850367 0)"
"пер. Дюльты","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дюльты</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3792</td></tr><tr><th>Характер склонов</th><td>лд-сн</td></tr><tr><th>Соединяет</th><td>р.Рисор, р.Киренкра, лед.Ятмичаар - лед.Дюльты, р.Нуккура</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;57'&nbsp;47.88'' N<br />46&deg;&nbsp;55'&nbsp;42.31'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>2656</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2656'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.92842 41.9633 0)"
"пер. Ерзурум","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ерзурум</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3476</td></tr><tr><th>Характер склонов</th><td>скально-осыпной</td></tr><tr><th>Соединяет</th><td>ущ. Татос – ущ. Анадак</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;44'&nbsp;34.98'' N<br />40&deg;&nbsp;58'&nbsp;59.99'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>13524</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13524'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.98333 40.74305 0)"
"пер. Ждановцев","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ждановцев</font></h2></th></tr><tr><th>Другие названия</th><td>Ждановский</td></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3180</td></tr><tr><th>Характер склонов</th><td>ск-лд-ос</td></tr><tr><th>Соединяет</th><td>ледн. Буша (р. Секиртме, р. Псыш) - р. Кизгыч</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;23'&nbsp;15.78'' N<br />41&deg;&nbsp;14'&nbsp;&nbsp;&nbsp;4.88'' E</td></tr><tr><th>Описаний</th><td>8, в т.ч. 1 техническое, 8 с фото</td></tr><tr><th>Номер</th><td>10976</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10976'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.234688888889 43.387716666667 0)"
"пер. Зарамаг Южн.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Зарамаг Южн.</font></h2></th></tr><tr><th>Другие названия</th><td>Заромаг Южн., Мамисон-Заромаг</td></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3769</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>ледн.Ронкетти (Мамисон), р.Мамихдон (р.Ардон) - ледн.Зарамаг, р.Зарамаг (р.Адайкомдон, р.Ардон)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;43'&nbsp;33'' N<br />43&deg;&nbsp;50'&nbsp;11'' E</td></tr><tr><th>Описаний</th><td>3 технических,  с фото</td></tr><tr><th>Номер</th><td>7158</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7158'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.8363888889 42.7258333333 0)"
"пер. Игнатенко","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Игнатенко</font></h2></th></tr><tr><th>Другие названия</th><td>Сергея Игнатенко</td></tr><tr><th>Категория сложности</th><td>2А*</td></tr><tr><th>Высота</th><td>3500</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед.З. Цухбун - лед.З. Зопхито</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;53'&nbsp;36.2'' N<br />43&deg;&nbsp;26'&nbsp;48.4'' E</td></tr><tr><th>Описаний</th><td>6, в т.ч. 6 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3793</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3793'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.446777777778 42.893388888889 0)"
"пер. Ирик-Ирикчат","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ирик-Ирикчат</font></h2></th></tr><tr><th>Другие названия</th><td>Медвежонок</td></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3753</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;19'&nbsp;51.88'' N<br />42&deg;&nbsp;32'&nbsp;29.73'' E</td></tr><tr><th>Описаний</th><td>3 технических,  с фото</td></tr><tr><th>Номер</th><td>7534</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7534'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.541592439 43.33107812879999 0)"
"пер. Ирик-Субаши","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ирик-Субаши</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3750</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. Субаши (р. Кыртык) - р. Ирикчат</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;13.98'' N<br />42&deg;&nbsp;34'&nbsp;17.34'' E</td></tr><tr><th>Описаний</th><td>3 технических,  с фото</td></tr><tr><th>Номер</th><td>49</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/49'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.5714832613 43.3372167228 0)"
"пер. Ирик-Субаши Вост.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ирик-Субаши Вост.</font></h2></th></tr><tr><th>Другие названия</th><td>Ирик-Субаши Верх.</td></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3822</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;14.56'' N<br />42&deg;&nbsp;34'&nbsp;40.62'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>7987</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7987'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.5779513092 43.3373784731 0)"
"пер. Йилдыз","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Йилдыз</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3186</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Анадак (оз. Чиначёр) — ущ. Хюсам (оз. Йилдыз)</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;45'&nbsp;29.53'' N<br />40&deg;&nbsp;59'&nbsp;23.07'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>13649</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13649'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.989742 40.758203 0)"
"пер. Кадурвцек Северный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кадурвцек Северный</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>сн-лд-ос</td></tr><tr><th>Соединяет</th><td>ледн.Кадурхошхин, р.Сардидон (р.Айгамугодон) - ледн.Скатыком, р.Сардидон (р.Айгамугодон)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;49'&nbsp;37.27'' N<br />43&deg;&nbsp;46'&nbsp;40.51'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>9137</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9137'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.77792 42.82702 0)"
"пер. Кадурхошхин Верхний","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кадурхошхин Верхний</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3870</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ледн.Хуппара Зап., р.Хуппара (р.Сардидон, р.Айгомугодон) - ледн.Кадурхошхин, р.Сардидон (р.Айгамугодон)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;49'&nbsp;55.7'' N<br />43&deg;&nbsp;45'&nbsp;37.55'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>9138</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9138'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.76043 42.83214 0)"
"пер. Кара-Кая Зап.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кара-Кая Зап.</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3000</td></tr><tr><th>Характер склонов</th><td>сн-лд-ос</td></tr><tr><th>Соединяет</th><td>ледн.Марух Сев., р.Маруха - ледн.Каракая Южн., р.Аксаут</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;21'&nbsp;37.78'' N<br />41&deg;&nbsp;24'&nbsp;&nbsp;&nbsp;7.45'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>3469</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3469'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.402068333333 43.360495 0)"
"пер. Карасамурский","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Карасамурский</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3730</td></tr><tr><th>Характер склонов</th><td>лд-сн</td></tr><tr><th>Соединяет</th><td>р.Бурши, р.Акулалу, лед.Бабаку - р.Гунтуца, р.Хултайчай, р.Карасамур</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;54'&nbsp;&nbsp;&nbsp;4.03'' N<br />47&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;35.72'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 1 с фото</td></tr><tr><th>Номер</th><td>2704</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2704'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (47.07659000000001 41.90112 0)"
"пер. Кармадон","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кармадон</font></h2></th></tr><tr><th>Другие названия</th><td>Южный Кармадон</td></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3916</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Геналдон - р.Амалидон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;44'&nbsp;18.97'' N<br />44&deg;&nbsp;30'&nbsp;14.63'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3988</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3988'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.5040627136 42.7386031072 0)"
"пер. Каскадер","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Каскадер</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3050</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>р.Безымянка - р.Имеретинка</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;36'&nbsp;55.17'' N<br />40&deg;&nbsp;45'&nbsp;24.28'' E</td></tr><tr><th>Описаний</th><td>1 с фото</td></tr><tr><th>Номер</th><td>15121</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15121'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.756744444444 43.615325 0)"
"пер. Каунас В.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Каунас В.</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>лед.Китлод - лед.Цаннер Вариант пер.50 лет Октября</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;39.61'' N<br />42&deg;&nbsp;57'&nbsp;24.51'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>3739</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3739'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.956808333333 43.094336111111 0)"
"пер. Качкарский","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Качкарский</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3690</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Дилбердюзи – ущ. Мезовит (ледн. Буюк Бузул)</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;49'&nbsp;56.72'' N<br />41&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;15.39'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>13656</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13656'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.154275 40.832422 0)"
"пер. Каярта Вост.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Каярта Вост.</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3921</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;17'&nbsp;36.4'' N<br />42&deg;&nbsp;57'&nbsp;&nbsp;&nbsp;1.26'' E</td></tr><tr><th>Описаний</th><td>2 с фото</td></tr><tr><th>Номер</th><td>9682</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9682'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.95035 43.293444444444 0)"
"пер. Каярта Западный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Каярта Западный</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3980</td></tr><tr><th>Характер склонов</th><td>сн-лед-ос</td></tr><tr><th>Соединяет</th><td>л. Каярта - правый приток Тютюсу с юга</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;17'&nbsp;10.32'' N<br />42&deg;&nbsp;55'&nbsp;55.92'' E</td></tr><tr><th>Описаний</th><td>5, в т.ч. 5 технических, 4 с фото</td></tr><tr><th>Номер</th><td>9459</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9459'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.9322 43.2862 0)"
"пер. Каяшкису","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Каяшкису</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3550</td></tr><tr><th>Характер склонов</th><td>сн-ск-ос</td></tr><tr><th>Соединяет</th><td>в хребте Коштан-Крест, между в. 3684 и в. Каяшкисубаши (рядом с в. Каяшкисубаши) ведет из висячей долины р. Коштансу в долину реки Думала (Черек-Балкарский). Впервые пройден в 2003 г. группой Ю. В. Миргородского (Ростов-на-Дону). </td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;&nbsp;&nbsp;8.86'' N<br />43&deg;&nbsp;17'&nbsp;49.97'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>14628</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14628'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.297215 43.085793333333 0)"
"пер. Квиш","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Квиш</font></h2></th></tr><tr><th>Категория сложности</th><td>2А*</td></tr><tr><th>Высота</th><td>3450</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед.Лейраг (р.Накра) - лед.З.Квиш (р.Квиш, р.Долра)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;34.32'' N<br />42&deg;&nbsp;28'&nbsp;&nbsp;&nbsp;0.6'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>3668</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3668'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.466832388889 43.159533722222 0)"
"пер. Кедрина","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кедрина</font></h2></th></tr><tr><th>Другие названия</th><td>Д. Кедрина</td></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>3690</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Айхва, р.Хазныдон - ледн.Белаг Южн., р.Белагидон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;56'&nbsp;41.78'' N<br />43&deg;&nbsp;34'&nbsp;20.42'' E</td></tr><tr><th>Описаний</th><td>17, в т.ч. 17 технических, 12 с фото</td></tr><tr><th>Номер</th><td>3849</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3849'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.57234 42.94494 0)"
"пер. Кенчат","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кенчат</font></h2></th></tr><tr><th>Категория сложности</th><td>2А</td></tr><tr><th>Высота</th><td>4094</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>лед. Кенчат Зап - р.Джайлык-Су, Восточнее в.Кенчатбаши</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;34.02'' N<br />42&deg;&nbsp;55'&nbsp;&nbsp;&nbsp;4.68'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>14652</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14652'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.917966666667 43.25945 0)"
