name,visibility,description,WKT
"пер. Кашкаташ","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кашкаташ</font></h2></th></tr><tr><th>Категория сложности</th><td>3А*</td></tr><tr><th>Высота</th><td>3730</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>лед.Кашкаташ - лед.Лекзыр (З. ветвь)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;10'&nbsp;23.95'' N<br />42&deg;&nbsp;42'&nbsp;12.2'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>311</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/311'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.70339 43.17332 0)"
"пер. Кидеганский","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кидеганский</font></h2></th></tr><tr><th>Другие названия</th><td>Трезубец, Саджихвисгеле Южн.</td></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3725</td></tr><tr><th>Характер склонов</th><td>сн-лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Кидегани Сев., р.Армхи (р.Терек) - ледн.Кидегани Южн., р.Ахиелисцкали (р.Асса)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;40'&nbsp;30.73'' N<br />44&deg;&nbsp;50'&nbsp;59.03'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 1 с фото</td></tr><tr><th>Номер</th><td>2357</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2357'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.849730555556 42.675202777778 0)"
"пер. Коджасарп","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Коджасарп</font></h2></th></tr><tr><th>Категория сложности</th><td>3А весной</td></tr><tr><th>Высота</th><td>3070</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;48'&nbsp;42.81'' N<br />35&deg;&nbsp;11'&nbsp;13.75'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>15206</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15206'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.187152777778 37.811891666667 0)"
"пер. Колка","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Колка</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4100</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>лед.В.Суатиси - лед.Колка</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;43'&nbsp;&nbsp;&nbsp;7.66'' N<br />44&deg;&nbsp;26'&nbsp;&nbsp;&nbsp;5.06'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3991</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3991'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.43473817 42.7187946167 0)"
"пер. Крокус","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Крокус</font></h2></th></tr><tr><th>Другие названия</th><td>Палуба (Seytan Rampasi), N16</td></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3215</td></tr><tr><th>Характер склонов</th><td>ск</td></tr><tr><th>Соединяет</th><td>вост.исток дол.Сыирма (верховья дол.Эмли) – дол. Аккапиз (пр.исток р.Аджиман)</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;44'&nbsp;44.4'' N<br />35&deg;&nbsp;11'&nbsp;35.7'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 2 технических, 2 с фото</td></tr><tr><th>Номер</th><td>7071</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7071'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.19325 37.745667 0)"
"пер. Кундюм-Мижирги","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кундюм-Мижирги</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4319</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>сев.-вост.исток ледн.Кундюм-Мижирги, р.Мижирги (р.Черек Безенгийский) - ледн.Уллуауз, р.Думала (р.Черек Безенгийский)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;4'&nbsp;12.58'' N<br />43&deg;&nbsp;12'&nbsp;38.24'' E</td></tr><tr><th>Описаний</th><td>10, в т.ч. 10 технических, 9 с фото</td></tr><tr><th>Номер</th><td>98</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/98'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.210623 43.07016 0)"
"пер. Кызыляр","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Кызыляр</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3525</td></tr><tr><th>Характер склонов</th><td>ск-сн</td></tr><tr><th>Соединяет</th><td>плато Едигёль - дол.Карагёль (р.Базармут)</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;47'&nbsp;30'' N<br />35&deg;&nbsp;11'&nbsp;54'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>13715</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13715'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.198333 37.791667 0)"
"пер. Ладога","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ладога</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3600</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>лед.Медвежий (р.Донгу-зорун) - лед.Малый Донгузорун (р.Азау)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;14'&nbsp;41.46'' N<br />42&deg;&nbsp;27'&nbsp;42.12'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>3653</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3653'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.4617 43.24485 0)"
"пер. Лекзыр","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Лекзыр</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3520</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>лед.Башиль - лед.Лекзыр (В. ветвь)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;30.56'' N<br />42&deg;&nbsp;52'&nbsp;42.38'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3680</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3680'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.87844 43.15849 0)"
"пер. Мазери","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Мазери</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3710</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>лед.Ушбинский - лед.Гуль</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;55.83'' N<br />42&deg;&nbsp;39'&nbsp;22.25'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>3684</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3684'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.656180555556 43.115508333333 0)"
"пер. Майли-Суатиси","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Майли-Суатиси</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3911</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>лед. Майли - лед. Суатиси</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;43'&nbsp;13.6'' N<br />44&deg;&nbsp;27'&nbsp;15.62'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3996</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3996'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.4543386314 42.7204438975 0)"
"пер. Марух-кая","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Марух-кая</font></h2></th></tr><tr><th>Другие названия</th><td>Марухкая</td></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3530</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Каракая Южн., р.Аксаут - р.Марух Южн.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;30.09'' N<br />41&deg;&nbsp;24'&nbsp;40.18'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 2 с фото</td></tr><tr><th>Номер</th><td>3471</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3471'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.411161111111 43.341691666667 0)"
"пер. Маршала Жукова","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Маршала Жукова</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3600</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>ледн.Джалаучат, р.Джалаучат (р.Аксаут) - ледн.Алибек, р.Алибек</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;17'&nbsp;22.74'' N<br />41&deg;&nbsp;30'&nbsp;32.11'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 3 с фото</td></tr><tr><th>Номер</th><td>242</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/242'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.50892 43.28965 0)"
"пер. Марьяна","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Марьяна</font></h2></th></tr><tr><th>Категория сложности</th><td>3А*</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>лед.Мурквам - лед.Лекзыр</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;54.03'' N<br />42&deg;&nbsp;48'&nbsp;&nbsp;&nbsp;5.39'' E</td></tr><tr><th>Номер</th><td>3700</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3700'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.801497222222 43.131675 0)"
"пер. Махис","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Махис</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3773</td></tr><tr><th>Характер склонов</th><td>сн-лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Махис, р.Чурочочдоохи (р.Асса) - р.Миткурисхорхи (р.Шатилисцкали, р.Аргун)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;41'&nbsp;44.18'' N<br />45&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;21.77'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>2380</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2380'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.056046666667 42.695605 0)"
"пер. Мерцбахера","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Мерцбахера</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3800</td></tr><tr><th>Характер склонов</th><td>ск-сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Мерцбахера, ПП р.Данейламхи (р.Шароаргун) - исток р.Чигосцкали (р.Пирикительская Алазани, р.Андийское Койсу)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;30'&nbsp;13.76'' N<br />45&deg;&nbsp;39'&nbsp;46.29'' E</td></tr><tr><th>Номер</th><td>2466</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2466'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.662858333333 42.503823333333 0)"
"пер. Метеоровцев","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Метеоровцев</font></h2></th></tr><tr><th>Другие названия</th><td>Хазны, Хазны-Метеоровцев</td></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Нахашбита, р.Псыгансу - ледн.Хазны, р.Хазныдон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;58'&nbsp;20.6'' N<br />43&deg;&nbsp;30'&nbsp;17.06'' E</td></tr><tr><th>Описаний</th><td>10, в т.ч. 10 технических, 5 с фото</td></tr><tr><th>Номер</th><td>3853</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3853'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.50474 42.97239 0)"
"пер. Михаила Озимова","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Михаила Озимова</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3950</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Фытнаргин (Агаштан), р.Фытнаргин (р.Карасу, р.Черек Балкарский) - ледн.Айлама (ледн.Дыхсу (Дых-Котю-Бугой)), р.Дыхсу (р.Черек Балкарский)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;55'&nbsp;52.96'' N<br />43&deg;&nbsp;14'&nbsp;&nbsp;&nbsp;2.49'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>9450</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9450'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.234025 42.93137777779999 0)"
"пер. Мкярский Перемет","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Мкярский Перемет</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3600</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;&nbsp;&nbsp;4.85'' N<br />42&deg;&nbsp;36'&nbsp;17.35'' E</td></tr><tr><th>Описаний</th><td>3 технических,  с фото</td></tr><tr><th>Номер</th><td>7531</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7531'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.6048180906 43.33468057210001 0)"
"пер. Мукал-Мкяра Ложный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Мукал-Мкяра Ложный</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3761</td></tr><tr><th>Характер склонов</th><td>сн-ск-лд</td></tr><tr><th>Соединяет</th><td>лед.Мукал (р.Мукал, р.Кыртык) - лед.Мкяра (р.Мкяра)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;19'&nbsp;41.7'' N<br />42&deg;&nbsp;37'&nbsp;29.8'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3645</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3645'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.6249444444 43.32825 0)"
"пер. Нальчик","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Нальчик</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>ледн.Уллуауз, р.Думала (р.Черек Безенгийский) - ледн.Герты, ЛП р.Тютюнсу (р.Черек Балкарский)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;39.1'' N<br />43&deg;&nbsp;16'&nbsp;&nbsp;&nbsp;4.58'' E</td></tr><tr><th>Описаний</th><td>3 технических,  с фото</td></tr><tr><th>Номер</th><td>3723</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3723'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.26794 43.06086 0)"
"пер. Наука","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Наука</font></h2></th></tr><tr><th>Другие названия</th><td>Подгайского</td></tr><tr><th>Категория сложности</th><td>3А*</td></tr><tr><th>Высота</th><td>3450</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Джугутурлючат Юго-Зап., р.Аманауз - ледн.Аманауз Вост., р.Чхалта</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;13'&nbsp;18.08'' N<br />41&deg;&nbsp;37'&nbsp;42.79'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>3487</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3487'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.628553333333 43.22169 0)"
"пер. Нахашбита","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Нахашбита</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4000</td></tr><tr><th>Характер склонов</th><td>ск-лд</td></tr><tr><th>Соединяет</th><td>ледн.Хазны, р.Хазныдон - ледн.Цухгарты, р.Орсдон</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;47.77'' N<br />43&deg;&nbsp;30'&nbsp;21.71'' E</td></tr><tr><th>Описаний</th><td>11, в т.ч. 9 технических, 4 с фото</td></tr><tr><th>Номер</th><td>3856</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3856'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.50603 42.96327 0)"
"пер. Ортокара В.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ортокара В.</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4000</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>лед.Шаурту - лед.Кель-баши (лед.Безенги). Между в. Салынан и Ортокара</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;20.15'' N<br />43&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;&nbsp;&nbsp;2.66'' E</td></tr><tr><th>Описаний</th><td>12, в т.ч. 11 технических, 10 с фото</td></tr><tr><th>Номер</th><td>347</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/347'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.05074 43.08893 0)"
"пер. Ортокара З.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Ортокара З.</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4100</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>лед.Шаурту - лед.Цаннер. Между в.Ортокара и жандармом Двугорбым</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;19.03'' N<br />43&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;30.91'' E</td></tr><tr><th>Описаний</th><td>8, в т.ч. 8 технических, 6 с фото</td></tr><tr><th>Номер</th><td>331</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/331'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.04192 43.08862 0)"
"пер. Оставшихся дома","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Оставшихся дома</font></h2></th></tr><tr><th>Категория сложности</th><td>3А*</td></tr><tr><th>Высота</th><td>4350</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>верхн. плато ледн.Адиш (Лардаад), р.Адишчала (р.Ингури) - ледн.Халде (Зарешо-Халде) (Зап.ветвь), р.Халдесчала</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;11.21'' N<br />43&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;11.11'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3745</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3745'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.03641944444399 43.019780555556 0)"
"пер. Панорамный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Панорамный</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4000</td></tr><tr><th>Характер склонов</th><td>сн-лд</td></tr><tr><th>Соединяет</th><td>ледн.Рцывашки Вост., р.Рцывашки - ледн.Суган Южн., р.Псыгансу</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;58'&nbsp;23.16'' N<br />43&deg;&nbsp;26'&nbsp;12.73'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 7 технических, 4 с фото</td></tr><tr><th>Номер</th><td>3859</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3859'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.43687 42.9731 0)"
"пер. Плечо Адырсу","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Плечо Адырсу</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4050</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;12'&nbsp;&nbsp;&nbsp;0.67'' N<br />42&deg;&nbsp;51'&nbsp;56.9'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>15503</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15503'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.865805555556 43.200186111111 0)"
"пер. Плечо Джайлыка","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Плечо Джайлыка</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4000</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>лед.Тютю (р.Тютюсу) - лед.Джайлык (р.Башильаузсу)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;14'&nbsp;32.28'' N<br />42&deg;&nbsp;53'&nbsp;23.87'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>24</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/24'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.8899636733 43.2423002597 0)"
"пер. Плечо Суллукола","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Плечо Суллукола</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>4118</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;16'&nbsp;&nbsp;&nbsp;1.27'' N<br />42&deg;&nbsp;50'&nbsp;43.72'' E</td></tr><tr><th>Номер</th><td>7967</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7967'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.8454791264 43.2670181453 0)"
"пер. Подольский","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Подольский</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3830</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>лед.Ю.Булунгу (р.Булунгу) - р.Черек-Безенгийский</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;37.02'' N<br />43&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;25.22'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>340</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/340'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.107005555556 43.12695 0)"
"пер. Правда","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Правда</font></h2></th></tr><tr><th>Категория сложности</th><td>3А</td></tr><tr><th>Высота</th><td>3450</td></tr><tr><th>Характер склонов</th><td>лд-ск</td></tr><tr><th>Соединяет</th><td>ледн.Джугутурлючат Юго-Зап., р.Аманауз - ледн.Джугутурлючат Южн., р.Ацапш-Ацгара</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;13'&nbsp;30.58'' N<br />41&deg;&nbsp;38'&nbsp;23.95'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 1 с фото</td></tr><tr><th>Номер</th><td>3488</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3488'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.639985 43.22516 0)"
