name,visibility,description,WKT
"пер. Гимара Ю.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гимара Ю.</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3539</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;40'&nbsp;&nbsp;&nbsp;7.9'' N<br />44&deg;&nbsp;23'&nbsp;&nbsp;&nbsp;9.5'' E</td></tr><tr><th>Номер</th><td>8652</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/8652'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.3859710186 42.6688600881 0)"
"пер. Глиссер","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Глиссер</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3200</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>верховья р.Накра - р.Ненскра. Между в.Ненскра и Куармаш</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;13'&nbsp;&nbsp;&nbsp;3.67'' N<br />42&deg;&nbsp;25'&nbsp;19.93'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>3662</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3662'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.422202777778 43.21768611111101 0)"
"пер. Гондарай","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гондарай</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>2938</td></tr><tr><th>Характер склонов</th><td>сн-ск-тр</td></tr><tr><th>Соединяет</th><td>р.Гондарай - р.Гвандра</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;12'&nbsp;50.14'' N<br />42&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;&nbsp;&nbsp;9.19'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3568</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3568'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.002552777778 43.213927777778 0)"
"пер. Гондарай-Клыч","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гондарай-Клыч</font></h2></th></tr><tr><th>Другие названия</th><td>СГУ</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3230</td></tr><tr><th>Характер склонов</th><td>сн</td></tr><tr><th>Соединяет</th><td>ледн.Гондарай, р.Гондарай - р.Клыч</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;12'&nbsp;48.12'' N<br />41&deg;&nbsp;56'&nbsp;52.73'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3566</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3566'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.947980555556 43.213366666667 0)"
"пер. Гондарай-Махар","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гондарай-Махар</font></h2></th></tr><tr><th>Другие названия</th><td>Гондарай-Нахар</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3200</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Гондарай - р.Махар</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;13'&nbsp;50.18'' N<br />41&deg;&nbsp;56'&nbsp;47.67'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>3591</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3591'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.946575 43.230605555556 0)"
"пер. Гоцо","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гоцо</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>2900</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Челиатдон - р. Эдиси</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;35'&nbsp;&nbsp;&nbsp;5.8'' N<br />44&deg;&nbsp;15'&nbsp;&nbsp;&nbsp;1.51'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>4044</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/4044'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.2504180731 42.5849455714 0)"
"пер. Гранатовый","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гранатовый</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3200</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>д.р.Курмычи - д.р.Адыр-су</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;20.99'' N<br />42&deg;&nbsp;45'&nbsp;&nbsp;&nbsp;8.78'' E</td></tr><tr><th>Описаний</th><td>1 упоминание</td></tr><tr><th>Номер</th><td>15491</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15491'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.75244 43.25583 0)"
"пер. Грач","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Грач</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Сылтрансу - р.Мукал (р.Кыртык). Северо-восточнее в.Мукал</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;19'&nbsp;25.95'' N<br />42&deg;&nbsp;39'&nbsp;&nbsp;&nbsp;1.59'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>55</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/55'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.6504410533 43.3238747481 0)"
"пер. Грач Нижний","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Грач Нижний</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3607</td></tr><tr><th>Характер склонов</th><td>сн.-ос.</td></tr><tr><th>Соединяет</th><td>оз.Сылтpанкель - безымянный ледничок восточнее л.Мукал, смежного с ним
</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;19'&nbsp;36.06'' N<br />42&deg;&nbsp;39'&nbsp;&nbsp;&nbsp;7.29'' E</td></tr><tr><th>Описаний</th><td>6, в т.ч. 6 технических, 4 с фото</td></tr><tr><th>Номер</th><td>6436</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/6436'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.652023888889 43.326682222222 0)"
"пер. Грозовой","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Грозовой</font></h2></th></tr><tr><th>Другие названия</th><td>Церковный</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>2843</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р. В.Агур - р. Большой Зеленчук</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;35'&nbsp;&nbsp;&nbsp;1.52'' N<br />41&deg;&nbsp;14'&nbsp;&nbsp;&nbsp;9.23'' E</td></tr><tr><th>Описаний</th><td>11, в т.ч. 9 технических, 10 с фото</td></tr><tr><th>Номер</th><td>10969</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10969'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.235897222222 43.583755555556 0)"
"пер. Гудамакарский Сев.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гудамакарский Сев.</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3180</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>ЛП р.Бурсачили (р.Черная Арагви) - р.Охерхеви (р.Хевсурская Арагви)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;31'&nbsp;&nbsp;&nbsp;4.68'' N<br />44&deg;&nbsp;49'&nbsp;&nbsp;&nbsp;3.3'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2410</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2410'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.817583333333 42.517966666667 0)"
"пер. Гулар Верхн.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гулар Верхн.</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р. Гудиардон (р.Караугомдон) - р. Хуппара (р. Айгомугидон)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;51'&nbsp;22.9'' N<br />43&deg;&nbsp;45'&nbsp;11.81'' E</td></tr><tr><th>Описаний</th><td>4 технических</td></tr><tr><th>Номер</th><td>3899</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3899'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.75328 42.85636 0)"
"пер. Гульба-1","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гульба-1</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3300</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>лед.Чалаат (З.ветвь) - р.Пушкуари (р.Мульхра)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;&nbsp;&nbsp;0.4'' N<br />42&deg;&nbsp;41'&nbsp;&nbsp;&nbsp;0.31'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 7 технических, 6 с фото</td></tr><tr><th>Номер</th><td>3686</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3686'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.683419444444 43.100111111111 0)"
"пер. Гурдзивцек","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гурдзивцек</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3325</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>лед.Фастаг - р.Ноцарули</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;47'&nbsp;43.08'' N<br />43&deg;&nbsp;39'&nbsp;13.75'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 4 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3787</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3787'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.65382 42.7953 0)"
"пер. Гуркумта","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гуркумта</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3524</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;41'&nbsp;52.44'' N<br />44&deg;&nbsp;&nbsp;&nbsp;8'&nbsp;15.51'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>8677</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/8677'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.1376411806 42.69790087219999 0)"
"пер. Гюзеллер Восточный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гюзеллер Восточный</font></h2></th></tr><tr><th>Другие названия</th><td>N17</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3215</td></tr><tr><th>Характер склонов</th><td>сн</td></tr><tr><th>Соединяет</th><td>вост.исток дол.Сыирма (верховья дол.Эмли) - дол.Адсиз (лев.исток р.Хайхайдере)</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;44'&nbsp;36.3'' N<br />35&deg;&nbsp;11'&nbsp;29.7'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 2 технических, 2 с фото</td></tr><tr><th>Номер</th><td>6500</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/6500'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.191583 37.743417 0)"
"пер. Даргом Верхн.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Даргом Верхн.</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3700</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>лед. В.Кайсар - лед. Донисар</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;48'&nbsp;59.4'' N<br />43&deg;&nbsp;52'&nbsp;&nbsp;&nbsp;3.76'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>3901</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3901'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.86771 42.8165 0)"
"пер. Дарца","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дарца</font></h2></th></tr><tr><th>Другие названия</th><td>Бишиней северный</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3677</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Окноб - р.Дарца, р.Рисор</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;59'&nbsp;24.22'' N<br />46&deg;&nbsp;48'&nbsp;15.98'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 1 с фото</td></tr><tr><th>Номер</th><td>2651</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2651'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.80444 41.99006 0)"
"пер. Двойной","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Двойной</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3702</td></tr><tr><th>Характер склонов</th><td>сн-ск-ос</td></tr><tr><th>Соединяет</th><td>ЛП р.Маистыхи (р.Аргун) - р.Кхонисцкали (р.Андаки, р.Аргун)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;35'&nbsp;16.27'' N<br />45&deg;&nbsp;17'&nbsp;&nbsp;&nbsp;6.62'' E</td></tr><tr><th>Номер</th><td>2430</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2430'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (45.285171666667 42.587853333333 0)"
"пер. Демирказык Восточный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Демирказык Восточный</font></h2></th></tr><tr><th>Другие названия</th><td>N1</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3340</td></tr><tr><th>Характер склонов</th><td>сн</td></tr><tr><th>Соединяет</th><td>дол.Джимбар (Демирказык Сев.) - р.Нарпуз (пр.исток р.Ялак)</td></tr><tr><th>Координаты WGS84</th><td>37&deg;&nbsp;50'&nbsp;&nbsp;&nbsp;3.6'' N<br />35&deg;&nbsp;&nbsp;&nbsp;9'&nbsp;13.8'' E</td></tr><tr><th>Описаний</th><td>6, в т.ч. 3 технических, 5 с фото</td></tr><tr><th>Номер</th><td>6487</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/6487'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (35.153833 37.834333 0)"
"пер. День Десантника","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. День Десантника</font></h2></th></tr><tr><th>Другие названия</th><td>Архызских спасателей</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3130</td></tr><tr><th>Характер склонов</th><td>комб</td></tr><tr><th>Соединяет</th><td>Безымянный ледн. (Софийские озера) - лев.приток Ак-Айры</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;26'&nbsp;47.75'' N<br />41&deg;&nbsp;13'&nbsp;25.56'' E</td></tr><tr><th>Номер</th><td>15109</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15109'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.223766666667 43.446597222222 0)"
"пер. Деси З.","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Деси З.</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3380</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Десидон, р.Терек - Эрманское вулканическое плато</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;33'&nbsp;22.03'' N<br />44&deg;&nbsp;18'&nbsp;59.21'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>4046</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/4046'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.3164460942 42.55611867029999 0)"
"пер. Джалаучат","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джалаучат</font></h2></th></tr><tr><th>Другие названия</th><td>Джаловчат</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3050</td></tr><tr><th>Характер склонов</th><td>лд</td></tr><tr><th>Соединяет</th><td>ледн.Двуязычный, р.Алибек - ледн.Сунахет (ледн.Джалаучат), р.Джалаучат (р.Аксаут)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;18'&nbsp;10.38'' N<br />41&deg;&nbsp;30'&nbsp;43.68'' E</td></tr><tr><th>Описаний</th><td>19, в т.ч. 18 технических, 12 с фото</td></tr><tr><th>Номер</th><td>241</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/241'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.512133 43.302883 0)"
"пер. Джаловчат","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джаловчат</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3270</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>лед.Джаловчат (р.Адырсу) - р.Курмычи (р.Баксан)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;14'&nbsp;28.69'' N<br />42&deg;&nbsp;44'&nbsp;52.88'' E</td></tr><tr><th>Описаний</th><td>13, в т.ч. 13 технических, 9 с фото</td></tr><tr><th>Номер</th><td>9</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.7480233333 43.2413016667 0)"
"пер. Джалпакол Центральный","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джалпакол Центральный</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3493</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>южн.исток р.Джалпакол - р.Мырды</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;16'&nbsp;19.38'' N<br />42&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;&nbsp;&nbsp;2.99'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>6479</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/6479'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.10083 43.27205 0)"
"пер. Джвари","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джвари</font></h2></th></tr><tr><th>Другие названия</th><td>Лайла</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3427</td></tr><tr><th>Характер склонов</th><td>лд-ск-ос</td></tr><tr><th>Соединяет</th><td>ледн.Лайла, р.Лайла (р.Хумпрери, р.Ингури) - р.Скилири (р.Цхеледула, р.Цхенисцкали)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;55'&nbsp;&nbsp;&nbsp;9.84'' N<br />42&deg;&nbsp;32'&nbsp;&nbsp;&nbsp;4.62'' E</td></tr><tr><th>Описаний</th><td>7, в т.ч. 6 технических, 2 с фото</td></tr><tr><th>Номер</th><td>3767</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3767'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.534617 42.9194 0)"
"пер. Джипчик","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джипчик</font></h2></th></tr><tr><th>Другие названия</th><td>Караджаш Сев.</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>2800</td></tr><tr><th>Характер склонов</th><td>тр-ос-ск-сн</td></tr><tr><th>Соединяет</th><td>р.Гнилая (р.София, р.Зеленчук Бол.) - р.Гаммеш-Чат (р.София, р.Зеленчук Бол.)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;28'&nbsp;17.41'' N<br />41&deg;&nbsp;13'&nbsp;&nbsp;&nbsp;4.26'' E</td></tr><tr><th>Описаний</th><td>2 технических,  с фото</td></tr><tr><th>Номер</th><td>11047</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/11047'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.21785 43.471502777778 0)"
"пер. Джолсузчат","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джолсузчат</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б*</td></tr><tr><th>Высота</th><td>3300</td></tr><tr><th>Характер склонов</th><td>сн-ос-ск</td></tr><tr><th>Соединяет</th><td>р.Назлыкол (р.Теберда) - р. Рынджи (р.Даут)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;20'&nbsp;25.86'' N<br />41&deg;&nbsp;50'&nbsp;37.2'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 1 с фото</td></tr><tr><th>Номер</th><td>5398</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/5398'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.843666666667 43.340516666667 0)"
"пер. Джуба","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джуба</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б*</td></tr><tr><th>Высота</th><td>3100</td></tr><tr><th>Характер склонов</th><td>сн-лд-ск-ос</td></tr><tr><th>Соединяет</th><td>ПП р.Кышлаусу (р.Псыш, р.Зеленчук Бол.) - ППр.Псыш (р.Зеленчук Бол.)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;25'&nbsp;45.13'' N<br />41&deg;&nbsp;13'&nbsp;58.68'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>10287</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10287'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.232966666667 43.429202777778 0)"
"пер. Джугутурлючат","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джугутурлючат</font></h2></th></tr><tr><th>Другие названия</th><td>Учебный</td></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>лд-ос</td></tr><tr><th>Соединяет</th><td>ледн.Азгек, р.Азгек - ур.Джугутурлючат, 2-й ПП р.Уллу-Марка</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;25'&nbsp;21.83'' N<br />41&deg;&nbsp;35'&nbsp;43.59'' E</td></tr><tr><th>Описаний</th><td>3 технических</td></tr><tr><th>Номер</th><td>222</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/222'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.595441666667 43.42273 0)"
"пер. Дзерасса Верхний","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дзерасса Верхний</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3150</td></tr><tr><th>Характер склонов</th><td>тр-ск</td></tr><tr><th>Соединяет</th><td>р. Вост. Земегон – р. Дзуариком</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;36'&nbsp;29.02'' N<br />43&deg;&nbsp;50'&nbsp;14.42'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>10704</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10704'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.83734 42.60806 0)"
"пер. Дзитаку","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дзитаку</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>2700</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Синяя (р.Уруштен) - пр.приток р.Китайка</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;46'&nbsp;46.27'' N<br />40&deg;&nbsp;22'&nbsp;20.34'' E</td></tr><tr><th>Описаний</th><td>1 упоминание</td></tr><tr><th>Номер</th><td>7348</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7348'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.372317222222 43.779520555556 0)"
"пер. Дидваке","false","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дидваке</font></h2></th></tr><tr><th>Категория сложности</th><td>1Б</td></tr><tr><th>Высота</th><td>3225</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. р. Тунджа – ущ. Буюкахо</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;59'&nbsp;11.69'' N<br />41&deg;&nbsp;16'&nbsp;51.25'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>13663</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13663'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.280902777778 40.986580555556 0)"
