name,description,WKT
"пер. Гилескалту","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гилескалту</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2982</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Каралазургер, р.Суметаор - р.Тогода, р.Темир</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;16'&nbsp;58.66'' N<br />46&deg;&nbsp;37'&nbsp;45.26'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2617</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2617'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.62924 42.28296 0)"
"пер. Горида","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Горида</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2942</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Калакор, р.Горелибор - р.Моуравчай, р.Катехчай</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;48'&nbsp;28.51'' N<br />46&deg;&nbsp;34'&nbsp;40.94'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2781</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2781'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.57804 41.80792 0)"
"пер. Грозовой","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Грозовой</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2740</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>Челипси -- р.Светлая, хр.Алоус между верш. 2902 и 2796</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;45'&nbsp;51'' N<br />40&deg;&nbsp;31'&nbsp;48.85'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>7341</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/7341'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.530236388889 43.764165277778 0)"
"пер. Гудур","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гудур</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3390</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>р.Самур, р.Тухичай - р.Чинчарчай, р.Талачай</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;46'&nbsp;36.98'' N<br />46&deg;&nbsp;47'&nbsp;32.46'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2788</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2788'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.79235 41.77694 0)"
"пер. Гуммакал","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гуммакал</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3128</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Ойсор - р.Нехтильор, р.Джурмут</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;56'&nbsp;41.53'' N<br />46&deg;&nbsp;44'&nbsp;&nbsp;&nbsp;0.2'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2592</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2592'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.73339 41.94487 0)"
"пер. Гунтуца","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гунтуца</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3145</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Дюльтычай - хр.Хултайчай, р.Карасамур</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;50'&nbsp;38.26'' N<br />47&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;15.43'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>2752</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2752'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (47.03762 41.84396 0)"
"пер. Гунтуца северный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гунтуца северный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;52'&nbsp;52.97'' N<br />47&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;24.68'' E</td></tr><tr><th>Описаний</th><td>1 с фото</td></tr><tr><th>Номер</th><td>16094</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/16094'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (47.04019 41.88138 0)"
"пер. Гюнгермез","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гюнгермез</font></h2></th></tr><tr><th>Другие названия</th><td>G&#252;ng&#246;rmez</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3322</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Цевилзи – ущ. Микелис</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;49'&nbsp;27.52'' N<br />41&deg;&nbsp;22'&nbsp;32.47'' E</td></tr><tr><th>Описаний</th><td>2 технических</td></tr><tr><th>Номер</th><td>13683</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13683'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.375686111111 40.824311111111 0)"
"пер. Гюнгермез ложный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Гюнгермез ложный</font></h2></th></tr><tr><th>Другие названия</th><td>G&#252;ng&#246;rmez</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3260</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Гюнгермез – ущ. Силент</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;49'&nbsp;20.77'' N<br />41&deg;&nbsp;23'&nbsp;&nbsp;&nbsp;8.71'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>13684</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13684'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.385753055556 40.822436111111 0)"
"пер. Давалиасити","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Давалиасити</font></h2></th></tr><tr><th>Другие названия</th><td>Davali A&#351;iti</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3133</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Давали – ущ. Паловит</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;48'&nbsp;43.26'' N<br />41&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;42.84'' E</td></tr><tr><th>Описаний</th><td>1 техническое</td></tr><tr><th>Номер</th><td>13651</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13651'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.1119 40.812016944444 0)"
"пер. Даргом Центр.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Даргом Центр.</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3585</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>лед. В. Кайсар - лед. Донисар</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;49'&nbsp;&nbsp;&nbsp;0.91'' N<br />43&deg;&nbsp;52'&nbsp;&nbsp;&nbsp;4.37'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 1 с фото</td></tr><tr><th>Номер</th><td>3903</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3903'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.86788 42.81692 0)"
"пер. Двойной","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Двойной</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3850</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;45'&nbsp;54.97'' N<br />44&deg;&nbsp;33'&nbsp;&nbsp;&nbsp;0.01'' E</td></tr><tr><th>Номер</th><td>8704</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/8704'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.5500040314 42.7652695156 0)"
"пер. Двухцветный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Двухцветный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3200</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Гидам (р.Теберда) -р.Муху (р.Теберда)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;30'&nbsp;17.39'' N<br />41&deg;&nbsp;39'&nbsp;13.68'' E</td></tr><tr><th>Номер</th><td>14744</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14744'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.6538 43.50483 0)"
"пер. Девяти","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Девяти</font></h2></th></tr><tr><th>Другие названия</th><td>9-ти</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2801</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Цахвоа - р.Мзымта</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;35'&nbsp;39.88'' N<br />40&deg;&nbsp;39'&nbsp;27.01'' E</td></tr><tr><th>Номер</th><td>3325</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3325'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (40.657502777778 43.594411111111 0)"
"пер. Деси","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Деси</font></h2></th></tr><tr><th>Другие названия</th><td>Десиком</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3363</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Десидон - Эрманское вулканическое плато</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;32'&nbsp;55.99'' N<br />44&deg;&nbsp;19'&nbsp;51.19'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>4045</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/4045'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.330885 42.548887 0)"
"пер. Десятиозерный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Десятиозерный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2981</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>оз.Баймирзакель (верховья р.Ходюк, лев.приток р.Аксаут) - урочище Сегизкель (верховья пр.притока р.Маруха)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;25'&nbsp;59.73'' N<br />41&deg;&nbsp;24'&nbsp;48.83'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 2 технических, 3 с фото</td></tr><tr><th>Номер</th><td>15456</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15456'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.413563888889 43.433258333333 0)"
"пер. Джагор-Нашум","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джагор-Нашум</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2709</td></tr><tr><th>Характер склонов</th><td>тр</td></tr><tr><th>Соединяет</th><td>р.Джагор-Нашум (р.Ингури) - р.Скурчали (р.Магана, р.Ингури)</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;51'&nbsp;28.4'' N<br />42&deg;&nbsp;&nbsp;&nbsp;7'&nbsp;39.89'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>12548</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/12548'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.127747 42.85789 0)"
"пер. Джалпакол Северный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джалпакол Северный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>сев.исток р.Джалпакол - р.Мырды</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;16'&nbsp;40.76'' N<br />42&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;50.06'' E</td></tr><tr><th>Описаний</th><td>26, в т.ч. 25 технических, 18 с фото</td></tr><tr><th>Номер</th><td>71</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/71'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.113904166667 43.277988055556 0)"
"пер. Джалпакол Южный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джалпакол Южный</font></h2></th></tr><tr><th>Другие названия</th><td>Гринчара</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3330</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>южн.исток р.Джалпакол - р.Мырды</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;56.16'' N<br />42&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;46.26'' E</td></tr><tr><th>Описаний</th><td>16, в т.ч. 14 технических, 10 с фото</td></tr><tr><th>Номер</th><td>72</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/72'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.096183 43.2656 0)"
"пер. Джилги","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джилги</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3300</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>р.Джилгису (р.Чегем) - р.Сарынсу (р.Башильаузсу)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;35.31'' N<br />43&deg;&nbsp;&nbsp;&nbsp;0'&nbsp;41.41'' E</td></tr><tr><th>Описаний</th><td>8, в т.ч. 8 технических, 7 с фото</td></tr><tr><th>Номер</th><td>15</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.01150277777801 43.259808333333 0)"
"пер. Джилги Восточный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Джилги Восточный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3600</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>оз. Кум (р. Бауларсу) - р. Джилгису</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;23.26'' N<br />43&deg;&nbsp;&nbsp;&nbsp;1'&nbsp;27.44'' E</td></tr><tr><th>Описаний</th><td>8, в т.ч. 8 технических, 7 с фото</td></tr><tr><th>Номер</th><td>9639</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/9639'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.02428888888901 43.256461111111 0)"
"пер. Дзамараш","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дзамараш</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3647</td></tr><tr><th>Характер склонов</th><td>ос-сн</td></tr><tr><th>Соединяет</th><td>р.Дзамараш - лед.Мидаграбин</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;43'&nbsp;55.81'' N<br />44&deg;&nbsp;18'&nbsp;53.5'' E</td></tr><tr><th>Описаний</th><td>19, в т.ч. 18 технических, 14 с фото</td></tr><tr><th>Номер</th><td>3983</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3983'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.31486 42.73217 0)"
"пер. Дземцена","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дземцена</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>2858</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td></td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;35'&nbsp;56.03'' N<br />44&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;&nbsp;&nbsp;0.46'' E</td></tr><tr><th>Номер</th><td>8669</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/8669'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (44.0334604692 42.5988966909 0)"
"пер. Длинная Осыпь","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Длинная Осыпь</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3171</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>Расположен в южном гребне, отходящем от вершины Уллукель-Баши Малая и позволяет пройти с перевала Уллукель Восточный или Уллукель Нижний в верховья долины реки Трехозерная, не спускаясь в долину Нахара.</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;18'&nbsp;49.32'' N<br />41&deg;&nbsp;56'&nbsp;29.34'' E</td></tr><tr><th>Описаний</th><td>1 техническое,  с фото</td></tr><tr><th>Номер</th><td>15106</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/15106'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.941483333333 43.3137 0)"
"пер. Днепропетровский","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Днепропетровский</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3386</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Ойсор - р.Бедзеб, р.Джурмут</td></tr><tr><th>Координаты WGS84</th><td>41&deg;&nbsp;54'&nbsp;14.15'' N<br />46&deg;&nbsp;45'&nbsp;59.9'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 1 с фото</td></tr><tr><th>Номер</th><td>2590</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/2590'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (46.76664 41.90393 0)"
"пер. Доломиты Южный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Доломиты Южный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3350</td></tr><tr><th>Характер склонов</th><td>сн-ос</td></tr><tr><th>Соединяет</th><td>р.Кичкинекол - р.Чунгур-Джар (р.Чириккол)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;15'&nbsp;36.51'' N<br />42&deg;&nbsp;13'&nbsp;11.44'' E</td></tr><tr><th>Описаний</th><td>33, в т.ч. 32 технических, 26 с фото</td></tr><tr><th>Номер</th><td>77</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/77'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.2198444444 43.2601416667 0)"
"пер. Донер","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Донер</font></h2></th></tr><tr><th>Другие названия</th><td>D&#246;ner, Донеш</td></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3225</td></tr><tr><th>Характер склонов</th><td></td></tr><tr><th>Соединяет</th><td>ущ. Ханут – ущ. Давали</td></tr><tr><th>Координаты WGS84</th><td>40&deg;&nbsp;47'&nbsp;16.42'' N<br />41&deg;&nbsp;&nbsp;&nbsp;5'&nbsp;43.53'' E</td></tr><tr><th>Описаний</th><td>3, в т.ч. 3 технических, 2 с фото</td></tr><tr><th>Номер</th><td>13525</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/13525'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.095425 40.787893888889 0)"
"пер. Дополнительный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дополнительный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А*</td></tr><tr><th>Высота</th><td>3400</td></tr><tr><th>Характер склонов</th><td>сн</td></tr><tr><th>Соединяет</th><td>ледничок восточнее л.Мукал - л.Мукал
Находится: верховья лед.Мукал. Cевернее в.Мукал</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;19'&nbsp;28.59'' N<br />42&deg;&nbsp;38'&nbsp;45.14'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 2 технических, 1 с фото</td></tr><tr><th>Номер</th><td>56</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/56'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (42.6458722104 43.3246094651 0)"
"пер. Дополнительный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дополнительный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3050</td></tr><tr><th>Характер склонов</th><td>ос</td></tr><tr><th>Соединяет</th><td>р.Коштансу (р.Черек Балкарский) - ЛП р.Черек Балкарский</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;&nbsp;&nbsp;3'&nbsp;22.32'' N<br />43&deg;&nbsp;18'&nbsp;46.58'' E</td></tr><tr><th>Описаний</th><td>7 технических,  с фото</td></tr><tr><th>Номер</th><td>3728</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3728'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.31294 43.0562 0)"
"пер. Дорбун","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дорбун</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2850</td></tr><tr><th>Характер склонов</th><td>ос-сн</td></tr><tr><th>Соединяет</th><td>р.Белая (р.Псыш, р.Зеленчук Бол.) - р.Бурная (р.Бол.Лаба)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;26'&nbsp;53.57'' N<br />41&deg;&nbsp;&nbsp;&nbsp;6'&nbsp;52.52'' E</td></tr><tr><th>Описаний</th><td>30, в т.ч. 20 технических, 20 с фото</td></tr><tr><th>Номер</th><td>3402</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/3402'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.114588055556 43.448213055556 0)"
"пер. Дракон","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дракон</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>3310</td></tr><tr><th>Характер склонов</th><td>ск-ос</td></tr><tr><th>Соединяет</th><td>Соединяет лед. Айхва зап. и Уруймаговой. Самостоятельного значения не имеет, проходится в связке с близлежащими перевалами.
Название дано за сходство скального гребня отрога со спиной Дракона. П/п с востока на запад 6.08.1998 г., рук. Кушманцев С. (Ульян</td></tr><tr><th>Координаты WGS84</th><td>42&deg;&nbsp;57'&nbsp;&nbsp;&nbsp;1.3'' N<br />43&deg;&nbsp;33'&nbsp;21.85'' E</td></tr><tr><th>Описаний</th><td>3 технических,  с фото</td></tr><tr><th>Номер</th><td>14727</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/14727'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (43.55607 42.95036 0)"
"пер. Дукка Мал.","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дукка Мал.</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2894</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>р.Дукка Мал. (р.Дукка, р.Архыз) - р.Бурная (р.Бол.Лаба)</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;31'&nbsp;18.1'' N<br />41&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;31.3'' E</td></tr><tr><th>Описаний</th><td>4, в т.ч. 4 технических, 2 с фото</td></tr><tr><th>Номер</th><td>10280</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/10280'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.042027777778 43.521694444444 0)"
"пер. Дукка Северный","<table class=""westra_passes""><tr><th colspan='2'><h2><font color='#cc0000'>пер. Дукка Северный</font></h2></th></tr><tr><th>Категория сложности</th><td>1А</td></tr><tr><th>Высота</th><td>2670</td></tr><tr><th>Характер склонов</th><td>тр-ос</td></tr><tr><th>Соединяет</th><td>Большая Дукка - Большая Лаба</td></tr><tr><th>Координаты WGS84</th><td>43&deg;&nbsp;30'&nbsp;44.31'' N<br />41&deg;&nbsp;&nbsp;&nbsp;2'&nbsp;52.21'' E</td></tr><tr><th>Описаний</th><td>2, в т.ч. 1 техническое, 2 с фото</td></tr><tr><th>Номер</th><td>12213</td></tr></table><br /><b class=""westra_passes""><a href='https://westra.ru/passes/Passes/12213'>Посмотреть подробнее в Каталоге</a></b>","POINT Z (41.047836111111 43.512308333333 0)"
